0,wrd_length,total_char,syl_count,syl_sum,sentiment
Book VII  RECEPTION OF ULYSSES AT THE PALACE OF KING ALCINOUS.,"[4, 3, 9, 2, 7, 2, 3, 6, 2, 4, 8]",50,[1 1 3 1 2 1 1 2 1 1 3],17,0.0
"Thus, then, did Ulysses wait and pray; but the girl drove on to the town.","[4, 4, 3, 7, 4, 3, 4, 3, 3, 4, 5, 2, 2, 3, 4]",55,[1 1 1 2 1 1 1 1 1 1 1 1 1 1 1],16,0.0
"When she reached her father's house she drew up at the gateway, and her brothers--comely as the gods--gathered round her, took the mules out of the waggon, and carried the clothes into the house, while she went to her own room, where an old servant, Eurymedusa of Apeira, lit the fire for her.","[4, 3, 7, 3, 6, 2, 5, 3, 4, 2, 2, 3, 7, 3, 3, 8, 6, 2, 3, 4, 8, 5, 3, 4, 3, 5, 3, 2, 3, 6, 3, 7, 3, 7, 4, 3, 5, 5, 3, 4, 2, 3, 3, 4, 5, 2, 3, 7, 10, 2, 6, 3, 3, 4, 3, 3]",229,"[1 0 2 1 2 0 1 0 1 1 1 1 3 1 1 2 3 1 1 1 2 1 1 1 1 1 1 1 1 2 1 2 1 1 2 1 1
 1 0 1 1 1 1 1 1 1 1 2 5 1 3 1 1 1 1 1]",70,0.166666666667
"This old woman had been brought by sea from Apeira, and had been chosen as a prize for Alcinous because he was king over the Phaeacians, and the people obeyed him as though he were a god.","[4, 3, 5, 3, 4, 7, 2, 3, 4, 6, 3, 3, 4, 6, 2, 1, 5, 3, 8, 7, 2, 3, 4, 4, 3, 10, 3, 3, 6, 6, 3, 2, 6, 2, 4, 1, 3]",148,[1 1 2 1 1 1 1 2 1 3 1 1 1 2 1 1 1 1 3 2 1 1 1 2 1 4 1 1 1 1 1 1 1 1 1 1 1],49,0.1
"{57} She had been nurse to Nausicaa, and had now lit the fire for her, and brought her supper for her into her own room.","[2, 3, 3, 4, 5, 2, 8, 3, 3, 3, 3, 3, 4, 3, 3, 3, 7, 3, 6, 3, 3, 4, 3, 3, 4]",91,[0 0 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1],27,0.6
"Presently Ulysses got up to go towards the town; and Minerva shed a thick mist all round him to hide him in case any of the proud Phaeacians who met him should be rude to him, or ask him who he was.","[9, 7, 3, 2, 2, 2, 7, 3, 4, 3, 7, 4, 1, 5, 4, 3, 5, 3, 2, 4, 3, 2, 4, 3, 2, 3, 5, 10, 3, 3, 3, 6, 2, 4, 2, 3, 2, 3, 3, 3, 2, 3]",154,"[3 2 1 1 1 1 2 1 1 1 3 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 4 1 1 1 1 1 1 1 1 1
 1 1 1 1 1]",51,1.11022302463e-17
"Then, as he was just entering the town, she came towards him in the likeness of a little girl carrying a pitcher.","[4, 2, 2, 3, 4, 8, 3, 4, 3, 4, 7, 3, 2, 3, 8, 2, 1, 6, 4, 8, 1, 7]",89,[1 1 1 1 1 3 1 1 0 1 2 1 1 1 3 1 1 1 1 2 1 2],28,-0.1875
"She stood right in front of him, and Ulysses said:  ""My dear, will you be so kind as to show me the house of king Alcinous?","[3, 5, 5, 2, 5, 2, 3, 3, 7, 4, 2, 4, 4, 3, 2, 2, 4, 2, 2, 4, 2, 3, 5, 2, 4, 8]",92,[0 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 3],29,0.442857142857
"I am an unfortunate foreigner in distress, and do not know one in your town and country.""","[1, 2, 2, 11, 9, 2, 8, 3, 2, 3, 4, 3, 2, 4, 4, 3, 7]",70,[1 1 1 4 3 1 2 1 1 1 1 1 1 1 1 1 2],24,-0.5
"Then Minerva said, ""Yes, father stranger, I will show you the house you want, for Alcinous lives quite close to my own father.","[4, 7, 4, 3, 6, 8, 1, 4, 4, 3, 3, 5, 3, 4, 3, 8, 5, 5, 5, 2, 2, 3, 6]",98,[1 3 1 0 2 2 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 2],29,0.6
"I will go before you and show the way, but say not a word as you go, and do not look at any man, nor ask him questions; for the people here cannot abide strangers, and do not like men who come from some other place.","[1, 4, 2, 6, 3, 3, 4, 3, 3, 3, 3, 3, 1, 4, 2, 3, 2, 3, 2, 3, 4, 2, 3, 3, 3, 3, 3, 9, 3, 3, 6, 4, 3, 3, 5, 9, 3, 2, 3, 4, 3, 3, 4, 4, 4, 5, 5]",164,"[1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 2 2 1
 1 1 1 1 1 1 1 1 2 1]",53,-0.125
"They are a sea-faring folk, and sail the seas by the grace of Neptune in ships that glide along like thought, or as a bird in the air.""","[4, 3, 1, 10, 4, 3, 4, 3, 4, 2, 3, 5, 2, 7, 2, 5, 4, 5, 5, 4, 7, 2, 2, 1, 4, 2, 3, 3]",104,[1 1 1 4 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1],34,0.0
"On this she led the way, and Ulysses followed in her steps; but not one of the Phaeacians could see him as he passed through the city in the midst of them; for the great goddess Minerva in her good will towards him had hidden him in a thick cloud of darkness.","[2, 4, 3, 3, 3, 3, 3, 7, 8, 2, 3, 5, 3, 3, 3, 2, 3, 10, 5, 3, 3, 2, 2, 6, 7, 3, 4, 2, 3, 5, 2, 4, 3, 3, 5, 7, 7, 2, 3, 4, 4, 7, 3, 3, 6, 3, 2, 1, 5, 5, 2, 8]",204,"[1 1 0 0 1 1 1 2 2 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 2 3
 1 1 1 1 2 1 1 2 1 1 1 1 1 1 2]",63,0.258333333333
"He admired their harbours, ships, places of assembly, and the lofty walls of the city, which, with the palisade on top of them, were very striking, and when they reached the king's house Minerva said:  ""This is the house, father stranger, which you would have me show you.","[2, 7, 5, 8, 5, 6, 2, 8, 3, 3, 5, 5, 2, 3, 4, 5, 4, 3, 8, 2, 3, 2, 4, 4, 4, 8, 3, 4, 4, 7, 3, 4, 2, 5, 7, 4, 4, 2, 3, 5, 6, 8, 5, 3, 5, 4, 2, 4, 3]",212,"[1 2 1 2 1 1 1 3 1 1 2 1 1 1 2 1 1 1 3 1 1 1 1 1 2 2 1 1 1 2 1 1 0 1 3 1 1
 1 1 1 2 2 1 1 1 1 1 1 1]",63,0.575
"You will find a number of great people sitting at table, but do not be afraid; go straight in, for the bolder a man is the more likely he is to carry his point, even though he is a stranger.","[3, 4, 4, 1, 6, 2, 5, 6, 7, 2, 5, 3, 2, 3, 2, 6, 2, 8, 2, 3, 3, 6, 1, 3, 2, 3, 4, 6, 2, 2, 2, 5, 3, 5, 4, 6, 2, 2, 1, 8]",146,"[1 1 1 1 2 1 2 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 3 1 1 1 2 1 1 2 1 1
 1 1 2]",50,0.18
First find the queen.,"[5, 4, 3, 5]",17,[1 1 1 1],4,0.25
"Her name is Arete, and she comes of the same family as her husband Alcinous.","[3, 4, 2, 5, 3, 3, 5, 2, 3, 4, 6, 2, 3, 7, 8]",60,[1 1 1 2 1 0 1 1 1 1 3 1 1 2 3],20,0.0
"They both descend originally from Neptune, who was father to Nausithous by Periboea, a woman of great beauty.","[4, 4, 7, 10, 4, 7, 3, 3, 6, 2, 10, 2, 8, 1, 5, 2, 5, 6]",89,[1 1 2 5 1 2 1 1 2 1 3 1 4 1 2 1 2 3],34,0.5875
"Periboea was the youngest daughter of Eurymedon, who at one time reigned over the giants, but he ruined his ill-fated people and lost his own life to boot.","[8, 3, 3, 8, 8, 2, 9, 3, 2, 3, 4, 7, 4, 3, 6, 3, 2, 6, 3, 9, 6, 3, 4, 3, 3, 4, 2, 4]",125,[4 1 1 2 2 1 4 1 1 1 1 1 2 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1],39,0.6
"""Neptune, however, lay with his daughter, and she had a son by him, the great Nausithous, who reigned over the Phaeacians.","[7, 7, 3, 4, 3, 8, 3, 3, 3, 1, 3, 2, 3, 3, 5, 10, 3, 7, 4, 3, 10]",95,[2 3 1 1 1 2 1 0 1 1 1 1 1 1 2 3 1 1 2 1 4],31,0.8
"Nausithous had two sons Rhexenor and Alcinous; {58} Apollo killed the first of them while he was still a bridegroom and without male issue; but he left a daughter Arete, whom Alcinous married, and honours as no other woman is honoured of all those that keep house along with their husbands.","[10, 3, 3, 4, 8, 3, 8, 2, 6, 6, 3, 5, 2, 4, 5, 2, 3, 5, 1, 10, 3, 7, 4, 5, 3, 2, 4, 1, 8, 5, 4, 8, 7, 3, 7, 2, 2, 5, 5, 2, 8, 2, 3, 5, 4, 4, 5, 5, 4, 5, 8]",233,"[3 1 1 1 3 1 3 0 3 1 1 1 1 1 1 1 1 1 1 3 1 2 1 1 1 1 1 1 2 2 1 3 2 1 2 1 1
 2 2 1 2 1 1 1 1 1 1 2 1 1 2]",72,0.0604166666667
"""Thus she both was, and still is, respected beyond measure by her children, by Alcinous himself, and by the whole people, who look upon her as a goddess, and greet her whenever she goes about the city, for she is a thoroughly good woman both in head and heart, and when any women are friends of hers, she will help their husbands also to settle their disputes.","[4, 3, 4, 3, 3, 5, 2, 9, 6, 7, 2, 3, 8, 2, 8, 7, 3, 2, 3, 5, 6, 3, 4, 4, 3, 2, 1, 7, 3, 5, 3, 8, 3, 4, 5, 3, 4, 3, 3, 2, 1, 10, 4, 5, 4, 2, 4, 3, 5, 3, 4, 3, 5, 3, 7, 2, 4, 3, 4, 4, 5, 8, 4, 2, 6, 5, 8]",283,"[1 0 1 1 1 1 1 2 1 3 1 1 2 1 3 2 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 3 0 0 2 1 2
 1 0 1 1 3 1 2 1 1 2 1 2 1 1 2 2 1 2 1 1 0 1 1 1 2 2 1 1 1 2]",86,0.45
"If you can gain her good will, you may have every hope of seeing your friends again, and getting safely back to your home and country.""","[2, 3, 3, 4, 3, 4, 4, 3, 3, 4, 5, 4, 2, 6, 4, 7, 5, 3, 7, 6, 4, 2, 4, 4, 3, 7]",106,[1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 2 2 1 2 3 1 1 1 1 1 2],34,0.35
Then Minerva left Scheria and went away over the sea.,"[4, 7, 4, 7, 3, 4, 4, 4, 3, 3]",43,[1 3 1 3 1 1 2 2 1 2],17,0.0
"She went to Marathon {59} and to the spacious streets of Athens, where she entered the abode of Erechtheus; but Ulysses went on to the house of Alcinous, and he pondered much as he paused a while before reaching the threshold of bronze, for the splendour of the palace was like that of the sun or moon.","[3, 4, 2, 8, 2, 3, 2, 3, 8, 7, 2, 6, 5, 3, 7, 3, 5, 2, 10, 3, 7, 4, 2, 2, 3, 5, 2, 8, 3, 2, 8, 4, 2, 2, 6, 1, 5, 6, 8, 3, 9, 2, 6, 3, 3, 9, 2, 3, 6, 3, 4, 4, 2, 3, 3, 2, 4]",239,"[0 1 1 3 0 1 1 1 2 1 1 2 1 0 2 1 2 1 3 1 2 1 1 1 1 1 1 3 1 1 2 1 1 1 1 1 1
 2 3 1 2 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1]",72,0.2
"The walls on either side were of bronze from end to end, and the cornice was of blue enamel.","[3, 5, 2, 6, 4, 4, 2, 6, 4, 3, 2, 3, 3, 3, 7, 3, 2, 4, 6]",72,[1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 0 3],22,0.0
"The doors were gold, and hung on pillars of silver that rose from a floor of bronze, while the lintel was silver and the hook of the door was of gold.","[3, 5, 4, 4, 3, 4, 2, 7, 2, 6, 4, 4, 4, 1, 5, 2, 6, 5, 3, 6, 3, 6, 3, 3, 4, 2, 3, 4, 3, 2, 4]",117,[1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1],35,0.6
"On either side there stood gold and silver mastiffs which Vulcan, with his consummate skill, had fashioned expressly to keep watch over the palace of king Alcinous; so they were immortal and could never grow old.","[2, 6, 4, 5, 5, 4, 3, 6, 8, 5, 6, 4, 3, 10, 5, 3, 9, 9, 2, 4, 5, 4, 3, 6, 2, 4, 8, 2, 4, 4, 8, 3, 5, 5, 4, 3]",173,[1 2 1 1 1 1 1 2 2 1 2 1 1 3 1 1 2 3 1 1 1 2 1 2 1 1 3 1 1 1 3 1 1 2 1 1],52,0.525
"Seats were ranged all along the wall, here and there from one end to the other, with coverings of fine woven work which the women of the house had made.","[5, 4, 6, 3, 5, 3, 4, 4, 3, 5, 4, 3, 3, 2, 3, 5, 4, 9, 2, 4, 5, 4, 5, 3, 5, 2, 3, 5, 3, 4]",120,[2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 3 1 1 2 1 1 1 2 1 1 1 1 1],37,0.145833333333
"Here the chief persons of the Phaeacians used to sit and eat and drink, for there was abundance at all seasons; and there were golden figures of young men with lighted torches in their hands, raised on pedestals, to give light by night to those who were at table.","[4, 3, 5, 7, 2, 3, 10, 4, 2, 3, 3, 3, 3, 5, 3, 5, 3, 9, 2, 3, 7, 3, 5, 4, 6, 7, 2, 5, 3, 4, 7, 7, 2, 5, 5, 6, 2, 9, 2, 4, 5, 2, 5, 2, 5, 3, 4, 2, 5]",210,"[1 1 2 2 1 1 4 1 1 1 1 2 1 1 1 1 1 3 1 1 3 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1
 3 1 1 1 1 1 1 1 1 1 1 1]",63,0.266666666667
"There are {60} fifty maid servants in the house, some of whom are always grinding rich yellow grain at the mill, while others work at the loom, or sit and spin, and their shuttles go backwards and forwards like the fluttering of aspen leaves, while the linen is so closely woven that it will turn oil.","[5, 3, 2, 5, 4, 8, 2, 3, 5, 4, 2, 4, 3, 6, 8, 4, 6, 5, 2, 3, 4, 5, 6, 4, 2, 3, 4, 2, 3, 3, 4, 3, 5, 8, 2, 9, 3, 8, 4, 3, 10, 2, 5, 6, 5, 3, 5, 2, 2, 7, 5, 4, 2, 4, 4, 3]",238,"[1 1 0 2 1 2 1 1 1 1 1 1 1 2 2 1 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 2 1
 2 1 1 3 1 2 2 1 1 2 1 1 3 2 1 1 1 1 1]",71,0.1875
"As the Phaeacians are the best sailors in the world, so their women excel all others in weaving, for Minerva has taught them all manner of useful arts, and they are very intelligent.","[2, 3, 10, 3, 3, 4, 7, 2, 3, 5, 2, 5, 5, 5, 3, 6, 2, 7, 3, 7, 3, 6, 4, 3, 6, 2, 6, 4, 3, 4, 3, 4, 11]",146,[1 1 4 1 1 1 2 1 1 1 1 1 2 2 1 2 1 3 1 3 1 1 1 1 2 1 3 1 1 1 1 2 4],51,0.766666666667
Outside the gate of the outer court there is a large garden of about four acres with a wall all round it.,"[7, 3, 4, 2, 3, 5, 5, 5, 2, 1, 5, 6, 2, 5, 4, 5, 4, 1, 4, 3, 5, 2]",83,[2 1 1 1 1 2 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1],26,0.0047619047619
"It is full of beautiful trees--pears, pomegranates, and the most delicious apples.","[2, 2, 4, 2, 9, 5, 5, 12, 3, 3, 4, 9, 6]",66,[1 1 1 1 4 0 2 4 1 1 1 3 1],21,0.675
"There are luscious figs also, and olives in full growth.","[5, 3, 8, 4, 4, 3, 6, 2, 4, 6]",45,[1 1 2 1 2 1 2 1 1 1],13,0.35
"The fruits never rot nor fail all the year round, neither winter nor summer, for the air is so soft that a new crop ripens before the old has dropped.","[3, 6, 5, 3, 3, 4, 3, 3, 4, 5, 7, 6, 3, 6, 3, 3, 3, 2, 2, 4, 4, 1, 3, 4, 6, 6, 3, 3, 3, 7]",118,[1 1 2 1 1 1 1 1 2 1 2 2 1 2 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1],37,-0.0727272727273
"Pear grows on pear, apple on apple, and fig on fig, and so also with the grapes, for there is an excellent vineyard: on the level ground of a part of this, the grapes are being made into raisins; in another part they are being gathered; some are being trodden in the wine tubs, others further on have shed their blossom and are beginning to show fruit, others again are just changing colour.","[4, 5, 2, 4, 5, 2, 5, 3, 3, 2, 3, 3, 2, 4, 4, 3, 6, 3, 5, 2, 2, 9, 8, 2, 3, 5, 6, 2, 1, 4, 2, 4, 3, 6, 3, 5, 4, 4, 7, 2, 7, 4, 4, 3, 5, 8, 4, 3, 5, 7, 2, 3, 4, 4, 6, 7, 2, 4, 4, 5, 7, 3, 3, 9, 2, 4, 5, 6, 5, 3, 4, 8, 6]",308,"[2 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 3 3 1 1 2 1 1 1 1 1 1 1 1 1 1 1
 2 2 1 3 1 1 1 1 2 1 1 1 2 1 1 1 1 2 2 1 1 0 1 2 1 1 3 1 1 1 2 2 1 1 2 2]",95,0.5
In the furthest part of the ground there are beautifully arranged beds of flowers that are in bloom all the year round.,"[2, 3, 8, 4, 2, 3, 6, 5, 3, 11, 8, 4, 2, 7, 4, 3, 2, 5, 3, 3, 4, 5]",97,[1 1 2 1 1 1 1 1 1 5 2 1 1 2 1 1 1 1 1 1 2 1],30,0.325
"Two streams go through it, the one turned in ducts throughout the whole garden, while the other is carried under the ground of the outer court to the house itself, and the town's people draw water from it.","[3, 7, 2, 7, 2, 3, 3, 6, 2, 5, 10, 3, 5, 6, 5, 3, 5, 2, 7, 5, 3, 6, 2, 3, 5, 5, 2, 3, 5, 6, 3, 3, 4, 2, 6, 4, 5, 4, 2]",164,"[1 2 1 1 1 1 1 1 1 1 2 1 1 2 1 1 2 1 2 2 1 1 1 1 2 1 1 1 1 2 1 1 1 0 1 1 2
 1 1]",47,0.0375
"Such, then, were the splendours with which the gods had endowed the house of king Alcinous.","[4, 4, 4, 3, 10, 4, 5, 3, 4, 3, 7, 3, 5, 2, 4, 8]",73,[1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 3],20,0.0
"So here Ulysses stood for a while and looked about him, but when he had looked long enough he crossed the threshold and went within the precincts of the house.","[2, 4, 7, 5, 3, 1, 5, 3, 6, 5, 3, 3, 4, 2, 3, 6, 4, 6, 2, 7, 3, 9, 3, 4, 6, 3, 9, 2, 3, 5]",128,[1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 2 1 1 2 1 2 1 1 1],36,-0.025
"There he found all the chief people among the Phaeacians making their drink offerings to Mercury, which they always did the last thing before going away for the night.","[5, 2, 5, 3, 3, 5, 6, 5, 3, 10, 6, 5, 5, 9, 2, 7, 5, 4, 6, 3, 3, 4, 5, 6, 5, 4, 3, 3, 5]",137,[1 1 1 1 1 2 1 2 1 4 2 1 1 3 1 3 1 1 2 1 1 1 1 2 1 2 1 1 1],42,0.0
"{61} He went straight through the court, still hidden by the cloak of darkness in which Minerva had enveloped him, till he reached Arete and King Alcinous; then he laid his hands upon the knees of the queen, and at that moment the miraculous darkness fell away from him and he became visible.","[2, 2, 4, 8, 7, 3, 5, 5, 6, 2, 3, 5, 2, 8, 2, 5, 7, 3, 9, 3, 4, 2, 7, 5, 3, 4, 8, 4, 2, 4, 3, 5, 4, 3, 5, 2, 3, 5, 3, 2, 4, 6, 3, 10, 8, 4, 4, 4, 3, 3, 2, 6, 7]",233,"[0 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 3 1 3 1 1 1 2 2 1 1 3 1 1 1 1 1 2 1 0 1 1
 1 1 1 1 2 1 4 2 1 2 1 1 1 1 2 2]",70,0.0166666666667
"Every one was speechless with surprise at seeing a man there, but Ulysses began at once with his petition.","[5, 3, 3, 10, 4, 8, 2, 6, 1, 3, 5, 3, 7, 5, 2, 4, 4, 3, 8]",86,[3 1 1 2 1 2 1 1 1 1 1 1 2 2 1 1 1 1 3],27,0.0
"""Queen Arete,"" he exclaimed, ""daughter of great Rhexenor, in my distress I humbly pray you, as also your husband and these your guests (whom may heaven prosper with long life and happiness, and may they leave their possessions to their children, and all the honours conferred upon them by the state) to help me home to my own country as soon as possible; for I have been long in trouble and away from my friends.""","[5, 5, 2, 9, 8, 2, 5, 8, 2, 2, 8, 1, 6, 4, 3, 2, 4, 4, 7, 3, 5, 4, 6, 4, 3, 6, 7, 4, 4, 4, 3, 9, 3, 3, 4, 5, 5, 11, 2, 5, 8, 3, 3, 3, 7, 9, 4, 4, 2, 3, 5, 2, 4, 2, 4, 2, 2, 3, 7, 2, 4, 2, 8, 3, 1, 4, 4, 4, 2, 7, 3, 4, 4, 2, 7]",325,"[1 2 1 2 2 1 2 3 1 1 2 1 2 1 1 1 2 1 2 1 1 1 1 1 1 3 2 1 1 1 1 3 1 1 1 2 1
 3 1 1 2 1 1 1 2 2 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 2 1 1
 2]",101,0.2
"Then he sat down on the hearth among the ashes and they all held their peace, till presently the old hero Echeneus, who was an excellent speaker and an elder among the Phaeacians, plainly and in all honesty addressed them thus:  ""Alcinous,"" said he, ""it is not creditable to you that a stranger should be seen sitting among the ashes of your hearth; every one is waiting to hear what you are about to say; tell him, then, to rise and take a seat on a stool inlaid with silver, and bid your servants mix some wine and water that we may make a drink offering to Jove the lord of thunder, who takes all well disposed suppliants under his protection; and let the housekeeper give him some supper, of whatever there may be in the house.""","[4, 2, 3, 4, 2, 3, 6, 5, 3, 5, 3, 4, 3, 4, 5, 5, 4, 9, 3, 3, 4, 8, 3, 3, 2, 9, 7, 3, 2, 5, 5, 3, 10, 7, 3, 2, 3, 7, 9, 4, 4, 8, 4, 2, 2, 2, 3, 10, 2, 3, 4, 1, 8, 6, 2, 4, 7, 5, 3, 5, 2, 4, 6, 5, 3, 2, 7, 2, 4, 4, 3, 3, 5, 2, 3, 4, 3, 4, 2, 4, 3, 4, 1, 4, 2, 1, 5, 6, 4, 6, 3, 3, 4, 8, 3, 4, 4, 3, 5, 4, 2, 3, 4, 1, 5, 8, 2, 4, 3, 4, 2, 7, 3, 5, 3, 4, 8, 10, 5, 3, 10, 3, 3, 3, 11, 4, 3, 4, 6, 2, 8, 5, 3, 2, 2, 3, 5]",576,"[1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 2 1 3 1 1 2 3 1 1 1 3 3 1 1 2 2 1 4 2 1 1 1
 3 2 1 1 3 1 1 1 1 1 3 1 1 1 1 2 1 1 1 2 2 1 1 1 1 2 3 1 1 2 1 2 1 1 1 2 1
 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 2 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 3 1 1 1 1 1
 2 1 1 1 1 2 3 2 1 3 1 1 1 4 1 1 1 2 1 3 1 1 1 1 1 1]",191,0.146031746032
"When Alcinous heard this he took Ulysses by the hand, raised him from the hearth, and bade him take the seat of Laodamas, who had been sitting beside him, and was his favourite son.","[4, 8, 5, 4, 2, 4, 7, 2, 3, 4, 6, 3, 4, 3, 6, 3, 4, 3, 4, 3, 4, 2, 8, 3, 3, 4, 7, 6, 3, 3, 3, 3, 9, 3]",143,[1 3 2 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 3 1 1 1 2 2 1 1 1 1 3 1],46,0.0
"A maid servant then brought him water in a beautiful golden ewer and poured it into a silver basin for him to wash his hands, and she drew a clean table beside him; an upper servant brought him bread and offered him many good things of what there was in the house, and Ulysses ate and drank.","[1, 4, 7, 4, 7, 3, 5, 2, 1, 9, 6, 4, 3, 6, 2, 4, 1, 6, 5, 3, 3, 2, 4, 3, 5, 3, 3, 4, 1, 5, 5, 6, 3, 2, 5, 7, 7, 3, 5, 3, 7, 3, 4, 4, 6, 2, 4, 5, 3, 2, 3, 5, 3, 7, 3, 3, 5]",231,"[1 1 2 1 1 1 2 1 1 4 2 2 1 1 1 2 1 2 2 1 1 1 1 1 1 1 0 1 1 2 1 2 1 1 2 2 1
 1 2 1 2 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1]",74,0.452777777778
"Then Alcinous said to one of the servants, ""Pontonous, mix a cup of wine and hand it round that we may make drink-offerings to Jove the lord of thunder, who is the protector of all well-disposed suppliants.""","[4, 8, 4, 2, 3, 2, 3, 8, 9, 3, 1, 3, 2, 4, 3, 4, 2, 5, 4, 2, 3, 4, 15, 2, 4, 3, 4, 2, 7, 3, 2, 3, 9, 2, 3, 13, 10]",165,[1 3 1 1 1 1 1 2 3 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 2 1 1 1 3 1 1 3 3],52,-0.2
"Pontonous then mixed wine and water, and handed it round after giving every man his drink-offering.","[9, 4, 5, 4, 3, 5, 3, 6, 2, 5, 5, 6, 5, 3, 3, 14]",82,[3 1 1 1 1 2 1 1 1 1 2 2 3 1 1 4],26,-0.1
"When they had made their offerings, and had drunk each as much as he was minded, Alcinous said:  ""Aldermen and town councillors of the Phaeacians, hear my words.","[4, 4, 3, 4, 5, 9, 3, 3, 5, 4, 2, 4, 2, 2, 3, 6, 8, 4, 8, 3, 4, 11, 2, 3, 10, 4, 2, 5]",127,[1 1 1 1 1 3 1 1 1 2 1 1 1 1 1 1 3 1 3 1 1 3 1 1 4 2 1 1],41,-0.15
"You have had your supper, so now go home to bed.","[3, 4, 3, 4, 6, 2, 3, 2, 4, 2, 3]",36,[1 1 1 1 2 1 1 1 1 1 0],11,0.0
"To-morrow morning I shall invite a still larger number of aldermen, and will give a sacrificial banquet in honour of our guest; we can then discuss the question of his escort, and consider how we may at once send him back rejoicing to his own country without trouble or inconvenience to himself, no matter how distant it may be.","[9, 7, 1, 5, 6, 1, 5, 6, 6, 2, 8, 3, 4, 4, 1, 11, 7, 2, 6, 2, 3, 5, 2, 3, 4, 7, 3, 8, 2, 3, 6, 3, 8, 3, 2, 3, 2, 4, 4, 3, 4, 9, 2, 3, 3, 7, 7, 7, 2, 13, 2, 7, 2, 6, 3, 7, 2, 3, 2]",265,"[3 2 1 1 2 1 1 2 2 1 3 1 1 1 1 5 2 1 2 1 1 1 1 1 1 2 1 2 1 1 2 1 3 1 1 1 1
 1 1 1 1 3 1 1 1 2 2 1 1 5 1 2 1 2 1 2 1 1 1]",89,0.06
"We must see that he comes to no harm while on his homeward journey, but when he is once at home he will have to take the luck he was born with for better or worse like other people.","[2, 4, 3, 4, 2, 5, 2, 2, 4, 5, 2, 3, 8, 7, 3, 4, 2, 2, 4, 2, 4, 2, 4, 4, 2, 4, 3, 4, 2, 3, 4, 4, 3, 6, 2, 5, 4, 5, 6]",141,"[1 1 1 1 1 1 1 1 1 1 1 1 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1
 2 1]",44,-0.00833333333333
"It is possible, however, that the stranger is one of the immortals who has come down from heaven to visit us; but in this case the gods are departing from their usual practice, for hitherto they have made themselves perfectly clear to us when we have been offering them hecatombs.","[2, 2, 8, 7, 4, 3, 8, 2, 3, 2, 3, 9, 3, 3, 4, 4, 4, 6, 2, 5, 2, 3, 2, 4, 4, 3, 4, 3, 9, 4, 5, 5, 8, 3, 8, 4, 4, 4, 10, 9, 5, 2, 2, 4, 2, 4, 4, 8, 4, 9]",226,"[1 1 2 3 1 1 2 1 1 1 1 3 1 1 1 1 1 3 1 2 1 1 1 1 1 1 1 1 3 1 1 2 2 1 3 1 1
 1 2 3 2 1 1 1 1 1 1 3 1 3]",73,-0.0763888888889
