0,wrd_length,total_char,syl_count,syl_sum,sentiment
"'Explain all that,' said the Mock Turtle.","[8, 3, 4, 4, 3, 4, 6]",32,[2 1 1 1 1 1 1],8,0.0
"'No, no!","[3, 2]",5,[1 1],2,0.0
"The adventures first,' said the Gryphon in an impatient tone: 'explanations take such a dreadful time.'","[3, 10, 5, 4, 3, 7, 2, 2, 9, 4, 13, 4, 4, 1, 8, 4]",83,[1 3 1 1 1 2 1 1 4 1 4 1 1 1 3 1],27,-0.2375
So Alice began telling them her adventures from the time when she first saw the White Rabbit.,"[2, 5, 5, 7, 4, 3, 10, 4, 3, 4, 4, 3, 5, 3, 3, 5, 6]",76,[1 2 2 2 1 1 3 1 1 1 1 0 1 1 1 1 2],22,0.125
"She was a little nervous about it just at first, the two creatures got so close to her, one on each side, and opened their eyes and mouths so VERY wide, but she gained courage as she went on.","[3, 3, 1, 6, 7, 5, 2, 4, 2, 5, 3, 3, 9, 3, 2, 5, 2, 3, 3, 2, 4, 4, 3, 6, 5, 4, 3, 6, 2, 4, 4, 3, 3, 6, 7, 2, 3, 4, 2]",148,"[0 1 1 1 2 2 1 1 1 1 1 1 3 1 1 1 1 1 1 1 2 1 1 2 1 0 1 1 1 2 1 1 0 1 2 1 0
 1 1]",43,-0.0225
"Her listeners were perfectly quiet till she got to the part about her repeating 'YOU ARE OLD, FATHER WILLIAM,' to the Caterpillar, and the words all coming different, and then the Mock Turtle drew a long breath, and said 'That's very curious.'","[3, 9, 4, 9, 5, 4, 3, 3, 2, 3, 4, 5, 3, 9, 4, 3, 3, 6, 7, 2, 3, 11, 3, 3, 5, 3, 6, 9, 3, 4, 3, 4, 6, 4, 1, 4, 6, 3, 4, 5, 2, 4, 7]",194,"[1 3 1 3 2 1 0 1 1 1 1 2 1 4 1 1 1 2 3 1 1 4 1 1 1 1 2 3 1 1 1 1 1 1 1 1 2
 1 1 1 0 2 2]",62,-0.016
"'It's all about as curious as it can be,' said the Gryphon.","[3, 2, 3, 5, 2, 7, 2, 2, 3, 2, 4, 3, 7]",45,[1 0 1 2 1 2 1 1 1 1 1 1 2],15,-0.1
'It all came different!',"[3, 3, 4, 9]",19,[1 1 1 3],6,0.0
the Mock Turtle repeated thoughtfully.,"[3, 4, 6, 8, 12]",33,[1 1 1 3 3],9,0.4
'I should like to hear her try and repeat something now.,"[2, 6, 4, 2, 4, 3, 3, 3, 6, 9, 3]",45,[1 1 1 1 2 1 1 1 3 3 1],16,0.0
Tell her to begin.',"[4, 3, 2, 5]",14,[1 1 1 2],5,0.0
He looked at the Gryphon as if he thought it had some kind of authority over Alice.,"[2, 6, 2, 3, 7, 2, 2, 2, 7, 2, 3, 4, 4, 2, 9, 4, 5]",66,[1 1 1 1 2 1 1 1 1 1 1 1 1 1 4 2 2],23,0.6
"'Stand up and repeat ""'TIS THE VOICE OF THE SLUGGARD,""' said the Gryphon.","[6, 2, 3, 6, 2, 2, 3, 5, 2, 3, 8, 4, 3, 7]",56,[1 1 1 3 0 1 1 1 1 1 2 1 1 2],17,0.0
"'How the creatures order one about, and make one repeat lessons!'","[4, 3, 9, 5, 3, 5, 3, 4, 3, 6, 7]",52,[1 1 3 2 1 2 1 1 1 3 2],18,0.0
thought Alice; 'I might as well be at school at once.',"[7, 5, 2, 5, 2, 4, 2, 2, 6, 2, 4]",41,[1 2 1 1 1 1 1 1 1 1 1],12,0.0
"However, she got up, and began to repeat it, but her head was so full of the Lobster Quadrille, that she hardly knew what she was saying, and the words came very queer indeed:--    ''Tis the voice of the Lobster; I heard him declare,   ""You have baked me too brown, I must sugar my hair.""","[7, 3, 3, 2, 3, 5, 2, 6, 2, 3, 3, 4, 3, 2, 4, 2, 3, 7, 9, 4, 3, 6, 4, 4, 3, 3, 6, 3, 3, 5, 4, 4, 5, 6, 5, 3, 5, 2, 3, 7, 1, 5, 3, 7, 3, 4, 5, 2, 3, 5, 1, 4, 5, 2, 4]",215,"[3 0 1 1 1 2 1 3 1 1 1 2 1 1 1 1 1 2 2 1 0 2 1 1 0 1 1 1 1 1 1 2 1 1 1 1 1
 1 1 2 1 2 1 2 1 1 1 1 1 1 1 1 2 1 1]",66,0.0861111111111
"As a duck with its eyelids, so he with his nose   Trims his belt and his buttons, and turns out his toes.'","[2, 1, 4, 4, 3, 7, 2, 2, 4, 3, 4, 5, 3, 4, 3, 3, 7, 3, 5, 3, 3, 4]",79,[1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 0],23,0.0
"[later editions continued as follows   When the sands are all dry, he is gay as a lark,   And will talk in contemptuous tones of the Shark,   But, when the tide rises and sharks are around,   His voice has a timid and tremulous sound.]","[5, 8, 9, 2, 7, 4, 3, 5, 3, 3, 3, 2, 2, 3, 2, 1, 4, 3, 4, 4, 2, 12, 5, 2, 3, 5, 3, 4, 3, 4, 5, 3, 6, 3, 6, 3, 5, 3, 1, 5, 3, 9, 5]",177,"[2 3 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1
 1 1 2 1 3 1]",54,0.1875
"'That's different from what I used to say when I was a child,' said the Gryphon.","[5, 2, 9, 4, 4, 1, 4, 2, 3, 4, 1, 3, 1, 5, 4, 3, 7]",62,[1 0 3 1 1 1 1 1 1 1 1 1 1 1 1 1 2],19,0.0
"'Well, I never heard it before,' said the Mock Turtle; 'but it sounds uncommon nonsense.'","[5, 1, 5, 5, 2, 6, 4, 3, 4, 6, 4, 2, 6, 8, 8]",69,[1 1 2 2 1 2 1 1 1 1 1 1 1 3 2],21,0.8
"Alice said nothing; she had sat down with her face in her hands, wondering if anything would EVER happen in a natural way again.","[5, 4, 7, 3, 3, 3, 4, 4, 3, 4, 2, 3, 5, 9, 2, 8, 5, 4, 6, 2, 1, 7, 3, 5]",102,[2 1 2 0 1 1 1 1 1 1 1 1 1 3 1 3 1 2 2 1 1 3 1 2],34,-0.0277777777778
"'I should like to have it explained,' said the Mock Turtle.","[2, 6, 4, 2, 4, 2, 9, 4, 3, 4, 6]",46,[1 1 1 1 1 1 2 1 1 1 1],12,0.0
"'She can't explain it,' said the Gryphon hastily.","[4, 2, 3, 7, 2, 4, 3, 7, 7]",39,[0 1 0 2 1 1 1 2 3],11,0.0
'Go on with the next verse.',"[3, 2, 4, 3, 4, 5]",21,[1 1 1 1 1 1],6,0.0
'But about his toes?',"[4, 5, 3, 4]",16,[1 2 1 0],4,0.0
the Mock Turtle persisted.,"[3, 4, 6, 9]",22,[1 1 1 2],5,0.0
"'How COULD he turn them out with his nose, you know?'","[4, 5, 2, 4, 4, 3, 4, 3, 4, 3, 4]",40,[1 1 1 1 1 1 1 1 1 1 1],11,0.0
'It's the first position in dancing.',"[3, 2, 3, 5, 8, 2, 7]",30,[1 0 1 1 3 1 2],9,0.25
"Alice said; but was dreadfully puzzled by the whole thing, and longed to change the subject.","[5, 4, 3, 3, 10, 7, 2, 3, 5, 5, 3, 6, 2, 6, 3, 7]",74,[2 1 1 1 4 1 1 1 1 1 1 1 1 1 1 2],21,-0.322222222222
"'Go on with the next verse,' the Gryphon repeated impatiently: 'it begins ""I passed by his garden.""'","[3, 2, 4, 3, 4, 5, 3, 7, 8, 11, 3, 6, 1, 6, 2, 3, 6]",77,[1 1 1 1 1 1 1 2 3 5 1 2 1 1 1 1 2],26,-0.1
"Alice did not dare to disobey, though she felt sure it would all come wrong, and she went on in a trembling voice:--    'I passed by his garden, and marked, with one eye,   How the Owl and the Panther were sharing a pie--'      [later editions continued as follows   The Panther took pie-crust, and gravy, and meat,   While the Owl had the dish as its share of the treat.","[5, 3, 3, 4, 2, 7, 6, 3, 4, 4, 2, 5, 3, 4, 5, 3, 3, 4, 2, 2, 1, 9, 5, 2, 6, 2, 3, 6, 3, 6, 4, 3, 3, 3, 3, 3, 3, 3, 7, 4, 7, 1, 3, 5, 8, 9, 2, 7, 3, 7, 4, 9, 3, 5, 3, 4, 5, 3, 3, 3, 3, 4, 2, 3, 5, 2, 3, 5]",274,"[2 1 1 1 1 3 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 0 1 1 1 1
 1 2 1 2 1 1 2 3 2 1 2 1 2 1 3 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 2]",83,0.025
"When the pie was all finished, the Owl, as a boon,   Was kindly permitted to pocket the spoon:   While the Panther received knife and fork with a growl,   And concluded the banquet--]  'What IS the use of repeating all that stuff,' the Mock Turtle interrupted, 'if you don't explain it as you go on?","[4, 3, 3, 3, 3, 8, 3, 3, 2, 1, 4, 3, 6, 9, 2, 6, 3, 5, 5, 3, 7, 8, 5, 3, 4, 4, 1, 5, 3, 9, 3, 7, 5, 2, 3, 3, 2, 9, 3, 4, 5, 3, 4, 6, 11, 3, 3, 2, 3, 7, 2, 2, 3, 2, 2]",227,"[1 1 1 1 1 2 1 1 1 1 1 1 2 2 1 2 1 1 1 1 2 2 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1
 4 1 1 1 1 1 1 3 1 1 1 0 2 1 1 1 1 1]",68,0.6
It's by far the most confusing thing I ever heard!',"[2, 2, 2, 3, 3, 4, 9, 5, 1, 4, 5]",40,[1 0 1 1 1 1 3 1 1 2 2],14,0.075
"'Yes, I think you'd better leave off,' said the Gryphon: and Alice was only too glad to do so.","[4, 1, 5, 3, 2, 6, 5, 3, 4, 3, 7, 3, 5, 3, 4, 3, 4, 2, 2, 2]",71,[0 1 1 1 0 2 2 1 1 1 2 1 2 1 2 1 1 1 1 1],23,0.333333333333
'Shall we try another figure of the Lobster Quadrille?',"[6, 2, 3, 7, 6, 2, 3, 7, 9]",45,[1 1 1 3 2 1 1 2 2],14,0.0
the Gryphon went on.,"[3, 7, 4, 2]",16,[1 2 1 1],5,0.0
'Or would you like the Mock Turtle to sing you a song?',"[3, 5, 3, 4, 3, 4, 6, 2, 4, 3, 1, 4]",42,[1 1 1 1 1 1 1 1 1 1 1 1],12,0.0
"'Oh, a song, please, if the Mock Turtle would be so kind,' Alice replied, so eagerly that the Gryphon said, in a rather offended tone, 'Hm!","[3, 1, 4, 6, 2, 3, 4, 6, 5, 2, 2, 4, 5, 7, 2, 7, 4, 3, 7, 4, 2, 1, 6, 8, 4, 3]",105,[1 1 1 2 1 1 1 1 1 1 1 1 2 2 1 4 1 1 2 1 1 1 2 2 1 0],34,0.75
No accounting for tastes!,"[2, 10, 3, 6]",21,[1 3 1 1],6,0.0
"Sing her ""Turtle Soup,"" will you, old fellow?'","[4, 3, 6, 4, 4, 3, 3, 6]",33,[1 1 1 1 1 1 1 2],9,0.1
"The Mock Turtle sighed deeply, and began, in a voice sometimes choked with sobs, to sing this:--     'Beautiful Soup, so rich and green,    Waiting in a hot tureen!","[3, 4, 6, 6, 6, 3, 5, 2, 1, 5, 9, 6, 4, 4, 2, 4, 4, 10, 4, 2, 4, 3, 5, 7, 2, 1, 3, 6]",121,[1 1 1 1 2 1 2 1 1 1 3 1 1 1 1 1 1 4 1 1 1 1 1 2 1 1 1 2],37,0.2675
Who for such dainties would not stoop?,"[3, 3, 4, 8, 5, 3, 5]",31,[1 1 1 2 1 1 1],8,0.0
"Soup of the evening, beautiful Soup!","[4, 2, 3, 7, 9, 4]",29,[1 1 1 3 4 1],11,1.0
"Soup of the evening, beautiful Soup!","[4, 2, 3, 7, 9, 4]",29,[1 1 1 3 4 1],11,1.0
Beau--ootiful Soo--oop!,"[4, 7, 3, 3]",17,[2 3 1 1],7,0.0
Beau--ootiful Soo--oop!,"[4, 7, 3, 3]",17,[2 3 1 1],7,0.0
"Soo--oop of the e--e--evening,      Beautiful, beautiful Soup!","[3, 3, 2, 3, 1, 1, 7, 9, 9, 4]",42,[1 1 1 1 1 1 3 4 4 1],18,0.925
'Beautiful Soup!,"[10, 4]",14,[4 1],5,1.0
"Who cares for fish,    Game, or any other dish?","[3, 5, 3, 4, 4, 2, 3, 5, 4]",33,[1 1 1 1 1 1 2 2 1],11,-0.2625
Who would not give all else for two    Pennyworth only of beautiful Soup?,"[3, 5, 3, 4, 3, 4, 3, 3, 10, 4, 2, 9, 4]",57,[1 1 1 1 1 1 1 1 3 2 1 4 1],19,0.425
Pennyworth only of beautiful Soup?,"[10, 4, 2, 9, 4]",29,[3 2 1 4 1],11,0.425
Beau--ootiful Soo--oop!,"[4, 7, 3, 3]",17,[2 3 1 1],7,0.0
Beau--ootiful Soo--oop!,"[4, 7, 3, 3]",17,[2 3 1 1],7,0.0
"Soo--oop of the e--e--evening,      Beautiful, beauti--FUL SOUP!'","[3, 3, 2, 3, 1, 1, 7, 9, 6, 3, 4]",42,[1 1 1 1 1 1 3 4 3 1 1],18,1.0
'Chorus again!',"[7, 5]",12,[2 2],4,0.0
"cried the Gryphon, and the Mock Turtle had just begun to repeat it, when a cry of 'The trial's beginning!'","[5, 3, 7, 3, 3, 4, 6, 3, 4, 5, 2, 6, 2, 4, 1, 3, 2, 4, 5, 2, 9]",83,[1 1 2 1 1 1 1 1 1 2 1 3 1 1 1 1 1 0 2 0 3],26,0.0
was heard in the distance.,"[3, 5, 2, 3, 8]",21,[1 2 1 1 2],7,0.0
'Come on!',"[5, 2]",7,[1 1],2,0.0
"cried the Gryphon, and, taking Alice by the hand, it hurried off, without waiting for the end of the song.","[5, 3, 7, 3, 6, 5, 2, 3, 4, 2, 7, 3, 7, 7, 3, 3, 3, 2, 3, 4]",82,[1 1 2 1 2 2 1 1 1 1 2 1 2 2 1 1 1 1 1 1],26,0.0
'What trial is it?',"[5, 5, 2, 2]",14,[1 2 1 1],5,0.0
Alice panted as she ran; but the Gryphon only answered 'Come on!',"[5, 6, 2, 3, 3, 3, 3, 7, 4, 8, 5, 2]",51,[2 1 1 0 1 1 1 2 2 2 1 1],15,0.0
"and ran the faster, while more and more faintly came, carried on the breeze that followed them, the melancholy words:--     'Soo--oop of the e--e--evening,      Beautiful, beautiful Soup!'","[3, 3, 3, 6, 5, 4, 3, 4, 7, 4, 7, 2, 3, 6, 4, 8, 4, 3, 10, 5, 4, 3, 2, 3, 1, 1, 7, 9, 9, 4]",137,[1 1 1 2 1 1 1 1 2 1 2 1 1 1 1 2 1 1 4 1 1 1 1 1 1 1 3 4 4 1],45,0.47
CHAPTER XI.,"[7, 2]",9,[2 1],3,0.0
Who Stole the Tarts?,"[3, 5, 3, 5]",16,[1 1 1 1],4,0.0
"The King and Queen of Hearts were seated on their throne when they arrived, with a great crowd assembled about them--all sorts of little birds and beasts, as well as the whole pack of cards: the Knave was standing before them, in chains, with a soldier on each side to guard him; and near the King was the White Rabbit, with a trumpet in one hand, and a scroll of parchment in the other.","[3, 4, 3, 5, 2, 6, 4, 6, 2, 5, 6, 4, 4, 7, 4, 1, 5, 5, 9, 5, 4, 3, 5, 2, 6, 5, 3, 6, 2, 4, 2, 3, 5, 4, 2, 5, 3, 5, 3, 8, 6, 4, 2, 6, 4, 1, 7, 2, 4, 4, 2, 5, 3, 3, 4, 3, 4, 3, 3, 5, 6, 4, 1, 7, 2, 3, 4, 3, 1, 6, 2, 9, 2, 3, 5]",303,"[1 1 1 1 1 2 1 2 1 1 1 1 1 2 1 1 2 1 2 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1
 1 1 2 2 1 1 1 1 1 3 1 2 1 1 1 1 1 2 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 2 1 1
 2]",92,0.13125
"In the very middle of the court was a table, with a large dish of tarts upon it: they looked so good, that it made Alice quite hungry to look at them--'I wish they'd get the trial done,' she thought, 'and hand round the refreshments!'","[2, 3, 4, 6, 2, 3, 5, 3, 1, 5, 4, 1, 5, 4, 2, 5, 4, 2, 4, 6, 2, 4, 4, 2, 4, 5, 5, 6, 2, 4, 2, 4, 2, 4, 4, 2, 3, 3, 5, 4, 3, 7, 4, 4, 5, 3, 12]",180,"[1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 0 1
 1 2 1 0 1 1 1 1 1 3]",52,0.166071428571
"But there seemed to be no chance of this, so she began looking at everything about her, to pass away the time.","[3, 5, 6, 2, 2, 2, 6, 2, 4, 2, 3, 5, 7, 2, 10, 5, 3, 2, 4, 4, 3, 4]",86,[1 1 1 1 1 1 1 1 1 1 0 2 2 1 4 2 1 1 1 2 1 1],28,0.0
"Alice had never been in a court of justice before, but she had read about them in books, and she was quite pleased to find that she knew the name of nearly everything there.","[5, 3, 5, 4, 2, 1, 5, 2, 7, 6, 3, 3, 3, 4, 5, 4, 2, 5, 3, 3, 3, 5, 7, 2, 4, 4, 3, 4, 3, 4, 2, 6, 10, 5]",137,[2 1 2 1 1 1 1 1 2 2 1 0 1 2 2 1 1 1 1 0 1 1 2 1 1 1 0 1 1 1 1 3 4 1],43,0.3
"'That's the judge,' she said to herself, 'because of his great wig.'","[5, 2, 3, 5, 3, 4, 2, 7, 8, 2, 3, 5, 3]",52,[1 0 1 1 0 1 1 2 2 1 1 2 1],14,0.8
"The judge, by the way, was the King; and as he wore his crown over the wig, (look at the frontispiece if you want to see how he did it,) he did not look at all comfortable, and it was certainly not becoming.","[3, 5, 2, 3, 3, 3, 3, 4, 3, 2, 2, 4, 3, 5, 4, 3, 3, 4, 2, 3, 12, 2, 3, 4, 2, 3, 3, 2, 3, 2, 2, 3, 3, 4, 2, 3, 11, 3, 2, 3, 9, 3, 8]",156,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3
 1 1 1 3 1 3]",53,0.0875
"'And that's the jury-box,' thought Alice, 'and those twelve creatures,' (she was obliged to say 'creatures,' you see, because some of them were animals, and some were birds,) 'I suppose they are the jurors.'","[4, 4, 2, 3, 8, 7, 5, 4, 5, 6, 9, 3, 3, 7, 2, 3, 10, 3, 3, 7, 4, 2, 4, 4, 7, 3, 4, 4, 5, 2, 7, 4, 3, 3, 6]",160,[1 1 0 1 3 1 2 1 1 1 3 0 1 2 1 1 3 1 1 2 1 1 1 1 3 1 1 1 1 1 2 1 1 1 2],46,0.0
"She said this last word two or three times over to herself, being rather proud of it: for she thought, and rightly too, that very few little girls of her age knew the meaning of it at all.","[3, 4, 4, 4, 4, 3, 2, 5, 5, 4, 2, 7, 5, 6, 5, 2, 2, 3, 3, 7, 3, 7, 3, 4, 4, 3, 6, 5, 2, 3, 3, 4, 3, 7, 2, 2, 2, 3]",146,"[0 1 1 1 1 1 1 1 1 2 1 2 1 2 1 1 1 1 0 1 1 2 1 1 2 1 1 1 1 1 1 1 1 3 1 1 1
 1]",43,0.127642857143
"However, 'jury-men' would have done just as well.","[7, 9, 5, 4, 4, 4, 2, 4]",39,[3 3 1 1 1 1 1 1],12,0.0
The twelve jurors were all writing very busily on slates.,"[3, 6, 6, 4, 3, 7, 4, 6, 2, 6]",47,[1 1 2 1 1 2 2 3 1 1],15,0.13
'What are they doing?',"[5, 3, 4, 5]",17,[1 1 1 1],4,0.0
Alice whispered to the Gryphon.,"[5, 9, 2, 3, 7]",26,[2 2 1 1 2],8,0.0
"'They can't have anything to put down yet, before the trial's begun.'","[5, 2, 3, 4, 8, 2, 3, 4, 3, 6, 3, 5, 2, 5]",55,[1 1 0 1 3 1 1 1 1 2 1 2 0 2],17,-0.155555555556
"'They're putting down their names,' the Gryphon whispered in reply, 'for fear they should forget them before the end of the trial.'","[5, 3, 7, 4, 5, 5, 3, 7, 9, 2, 5, 4, 4, 4, 6, 6, 4, 6, 3, 3, 2, 3, 5]",105,[1 0 2 1 1 1 1 2 2 1 2 1 2 1 1 2 1 2 1 1 1 1 2],30,-0.155555555556
'Stupid things!',"[7, 6]",13,[2 1],3,-1.0
"Alice began in a loud, indignant voice, but she stopped hastily, for the White Rabbit cried out, 'Silence in the court!'","[5, 5, 2, 1, 4, 9, 5, 3, 3, 7, 7, 3, 3, 5, 6, 5, 3, 8, 2, 3, 5]",94,[2 2 1 1 1 3 1 1 0 1 3 1 1 1 2 1 1 2 1 1 1],28,0.05
"and the King put on his spectacles and looked anxiously round, to make out who was talking.","[3, 3, 4, 3, 2, 3, 10, 3, 6, 9, 5, 2, 4, 3, 3, 3, 7]",73,[1 1 1 1 1 1 2 1 1 3 1 1 1 1 1 1 2],21,-0.2
"Alice could see, as well as if she were looking over their shoulders, that all the jurors were writing down 'stupid things!'","[5, 5, 3, 2, 4, 2, 2, 3, 4, 7, 4, 5, 9, 4, 3, 3, 6, 4, 7, 4, 7, 6]",99,[2 1 1 1 1 1 1 0 1 2 2 1 2 1 1 1 2 1 2 1 2 1],28,-0.577777777778
"on their slates, and she could even make out that one of them didn't know how to spell 'stupid,' and that he had to ask his neighbour to tell him.","[2, 5, 6, 3, 3, 5, 4, 4, 3, 4, 3, 2, 4, 3, 3, 4, 3, 2, 5, 7, 3, 4, 2, 3, 2, 3, 3, 9, 2, 4, 3]",113,[1 1 1 1 0 1 2 1 1 1 1 1 1 1 0 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1],32,-0.8
'A nice muddle their slates'll be in before the trial's over!',"[2, 4, 6, 5, 6, 3, 2, 2, 6, 3, 5, 2, 4]",50,[1 1 1 1 1 0 1 1 2 1 2 0 2],14,0.75
thought Alice.,"[7, 5]",12,[1 2],3,0.0
One of the jurors had a pencil that squeaked.,"[3, 2, 3, 6, 3, 1, 6, 4, 8]",36,[1 1 1 2 1 1 2 1 2],12,0.0
"This of course, Alice could not stand, and she went round the court and got behind him, and very soon found an opportunity of taking it away.","[4, 2, 6, 5, 5, 3, 5, 3, 3, 4, 5, 3, 5, 3, 3, 6, 3, 3, 4, 4, 5, 2, 11, 2, 6, 2, 4]",111,[1 1 1 2 1 1 1 1 0 1 1 1 1 1 1 2 1 1 2 1 1 1 5 1 2 1 2],35,-0.133333333333
"She did it so quickly that the poor little juror (it was Bill, the Lizard) could not make out at all what had become of it; so, after hunting all about for it, he was obliged to write with one finger for the rest of the day; and this was of very little use, as it left no mark on the slate.","[3, 3, 2, 2, 7, 4, 3, 4, 6, 5, 2, 3, 4, 3, 6, 5, 3, 4, 3, 2, 3, 4, 3, 6, 2, 2, 2, 5, 7, 3, 5, 3, 2, 2, 3, 7, 2, 5, 4, 3, 6, 3, 3, 4, 2, 3, 3, 3, 4, 3, 2, 4, 6, 3, 2, 2, 4, 2, 4, 2, 3, 5]",220,"[0 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1 1 1 2 2 1 2 1 1 1 1 2 1
 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1]",71,-0.0995833333333
"'Herald, read the accusation!'","[7, 4, 3, 10]",24,[2 2 1 4],9,0.0
said the King.,"[4, 3, 4]",11,[1 1 1],3,0.0
"On this the White Rabbit blew three blasts on the trumpet, and then unrolled the parchment scroll, and read as follows:--     'The Queen of Hearts, she made some tarts,       All on a summer day:     The Knave of Hearts, he stole those tarts,       And took them quite away!'","[2, 4, 3, 5, 6, 4, 5, 6, 2, 3, 7, 3, 4, 8, 3, 9, 6, 3, 4, 2, 7, 4, 5, 2, 6, 3, 4, 4, 5, 3, 2, 1, 6, 3, 3, 5, 2, 6, 2, 5, 5, 5, 3, 4, 4, 5, 4]",197,"[1 1 1 1 2 1 1 1 1 1 2 1 1 2 1 2 1 1 2 1 2 0 1 1 2 0 1 1 1 1 1 1 2 1 1 1 1
 2 1 1 1 1 1 1 1 1 2]",55,0.0
"'Consider your verdict,' the King said to the jury.","[9, 4, 7, 3, 4, 4, 2, 3, 4]",40,[3 1 2 1 1 1 1 1 2],13,0.0
"'Not yet, not yet!'","[4, 3, 3, 3]",13,[1 1 1 1],4,0.0
the Rabbit hastily interrupted.,"[3, 6, 7, 11]",27,[1 2 3 3],9,0.0
'There's a great deal to come before that!',"[6, 2, 1, 5, 4, 2, 4, 6, 4]",34,[1 0 1 2 2 1 1 2 1],11,1.0
"'Call the first witness,' said the King; and the White Rabbit blew three blasts on the trumpet, and called out, 'First witness!'","[5, 3, 5, 7, 4, 3, 4, 3, 3, 5, 6, 4, 5, 6, 2, 3, 7, 3, 6, 3, 6, 7]",100,[1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 2],26,0.1875
The first witness was the Hatter.,"[3, 5, 7, 3, 3, 6]",27,[1 1 2 1 1 2],8,0.25
He came in with a teacup in one hand and a piece of bread-and-butter in the other.,"[2, 4, 2, 4, 1, 6, 2, 3, 4, 3, 1, 5, 2, 16, 2, 3, 5]",65,[1 1 1 1 1 3 1 1 1 1 1 2 1 5 1 1 2],25,-0.125
"'I beg pardon, your Majesty,' he began, 'for bringing these in: but I hadn't quite finished my tea when I was sent for.'","[2, 3, 6, 4, 7, 2, 5, 4, 8, 5, 2, 3, 1, 3, 3, 5, 8, 2, 3, 4, 1, 3, 4, 3]",91,[1 1 2 1 3 1 2 1 2 1 1 1 1 1 0 1 2 1 2 1 1 1 1 1],30,0.0
"'You ought to have finished,' said the King.","[4, 5, 2, 4, 8, 4, 3, 4]",34,[1 1 1 1 2 1 1 1],9,0.0
'When did you begin?',"[5, 3, 3, 5]",16,[1 1 1 2],5,0.0
"The Hatter looked at the March Hare, who had followed him into the court, arm-in-arm with the Dormouse.","[3, 6, 6, 2, 3, 5, 4, 3, 3, 8, 3, 4, 3, 5, 10, 4, 3, 8]",83,[1 2 1 1 1 1 1 1 1 2 1 2 1 1 3 1 1 2],24,0.0
"'Fourteenth of March, I think it was,' he said.","[11, 2, 5, 1, 5, 2, 3, 2, 4]",35,[2 1 1 1 1 1 1 1 1],10,0.0
"'Fifteenth,' said the March Hare.","[10, 4, 3, 5, 4]",26,[2 1 1 1 1],6,0.0
"'Sixteenth,' added the Dormouse.","[10, 5, 3, 8]",26,[2 1 1 2],6,0.0
"'Write that down,' the King said to the jury, and the jury eagerly wrote down all three dates on their slates, and then added them up, and reduced the answer to shillings and pence.","[6, 4, 4, 3, 4, 4, 2, 3, 4, 3, 3, 4, 7, 5, 4, 3, 5, 5, 2, 5, 6, 3, 4, 5, 4, 2, 3, 7, 3, 6, 2, 9, 3, 5]",142,[1 1 1 1 1 1 1 1 2 1 1 2 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 2 1 1],42,-0.155555555556
"'Take off your hat,' the King said to the Hatter.","[5, 3, 4, 3, 3, 4, 4, 2, 3, 6]",37,[1 1 1 1 1 1 1 1 1 2],11,0.0
"'It isn't mine,' said the Hatter.","[3, 2, 3, 4, 4, 3, 6]",25,[1 1 0 1 1 1 2],7,0.0
'Stolen!',[7],7,[2],2,0.0
"the King exclaimed, turning to the jury, who instantly made a memorandum of the fact.","[3, 4, 9, 7, 2, 3, 4, 3, 9, 4, 1, 10, 2, 3, 4]",68,[1 1 2 2 1 1 2 1 3 1 1 4 1 1 1],23,0.0
"'I keep them to sell,' the Hatter added as an explanation; 'I've none of my own.","[2, 4, 4, 2, 4, 3, 6, 5, 2, 2, 11, 2, 3, 4, 2, 2, 3]",61,[1 1 1 1 1 1 2 1 1 1 4 1 0 1 1 1 1],20,0.6
I'm a hatter.',"[1, 2, 1, 6]",10,[1 0 1 2],4,0.0
"Here the Queen put on her spectacles, and began staring at the Hatter, who turned pale and fidgeted.","[4, 3, 5, 3, 2, 3, 10, 3, 5, 7, 2, 3, 6, 3, 6, 4, 3, 8]",80,[1 1 1 1 1 1 2 1 2 2 1 1 2 1 1 1 1 2],23,-0.21
