0,wrd_length,total_char,syl_count,syl_sum,sentiment
Do you want another?,"[2, 3, 4, 7]",16,[1 1 1 3],6,0.0
--Yes.,[3],3,[0],0,0.0
Get another of Paul de Kock's.,"[3, 7, 2, 4, 2, 4, 2]",24,[1 3 1 1 1 1 0],8,0.0
Nice name he has.,"[4, 4, 2, 3]",13,[1 1 1 1],4,0.6
"She poured more tea into her cup, watching it flow sideways.","[3, 6, 4, 3, 4, 3, 3, 8, 2, 4, 8]",48,[0 1 1 2 2 1 1 2 1 1 3],15,0.5
"Must get that Capel street library book renewed or they'll write to Kearney, my guarantor.","[4, 3, 4, 5, 6, 7, 4, 7, 2, 4, 3, 5, 2, 7, 2, 9]",74,[1 1 1 2 1 3 1 2 1 1 0 1 1 3 1 3],23,0.0
Reincarnation: that's the word.,"[13, 4, 2, 3, 4]",26,[4 1 0 1 1],7,0.0
"--Some people believe, he said, that we go on living in another body after death, that we lived before.","[4, 6, 7, 2, 4, 4, 2, 2, 2, 6, 2, 7, 4, 5, 5, 4, 2, 5, 6]",79,[1 1 3 1 1 1 1 1 1 2 1 3 2 2 2 1 1 1 2],28,0.0
They call it reincarnation.,"[4, 4, 2, 13]",23,[1 1 1 4],7,0.0
That we all lived before on the earth thousands of years ago or some other planet.,"[4, 2, 3, 5, 6, 2, 3, 5, 9, 2, 5, 3, 2, 4, 5, 6]",66,[1 1 1 1 2 1 1 2 2 1 2 2 1 1 2 2],23,-0.125
They say we have forgotten it.,"[4, 3, 2, 4, 9, 2]",24,[1 1 1 1 3 1],8,0.0
Some say they remember their past lives.,"[4, 3, 4, 8, 5, 4, 5]",33,[1 1 1 3 1 1 1],9,-0.25
The sluggish cream wound curdling spirals through her tea.,"[3, 8, 5, 5, 8, 7, 7, 3, 3]",49,[1 2 2 1 2 2 1 1 2],14,0.0
Better remind her of the word: metempsychosis.,"[6, 6, 3, 2, 3, 4, 14]",38,[2 2 1 1 1 1 5],13,0.5
An example would be better.,"[2, 7, 5, 2, 6]",22,[1 2 1 1 2],7,0.5
An example?,"[2, 7]",9,[1 2],3,0.0
The _Bath of the Nymph_ over the bed.,"[3, 4, 2, 3, 5, 4, 3, 3]",27,[1 1 1 1 1 2 1 0],8,0.0
Given away with the Easter number of _Photo Bits_: Splendid masterpiece in art colours.,"[5, 4, 4, 3, 6, 6, 2, 5, 4, 8, 11, 2, 3, 7]",70,[2 2 1 1 3 2 1 2 1 2 4 1 1 2],25,0.833333333333
Tea before you put milk in.,"[3, 6, 3, 3, 4, 2]",21,[2 2 1 1 1 1],8,0.0
Not unlike her with her hair down: slimmer.,"[3, 6, 3, 4, 3, 4, 4, 7]",34,[1 2 1 1 1 1 1 2],10,-0.155555555556
Three and six I gave for the frame.,"[5, 3, 3, 1, 4, 3, 3, 5]",27,[1 1 1 1 1 1 1 1],8,0.0
She said it would look nice over the bed.,"[3, 4, 2, 5, 4, 4, 4, 3, 3]",32,[0 1 1 1 1 1 2 1 0],8,0.6
Naked nymphs: Greece: and for instance all the people that lived then.,"[5, 6, 6, 3, 3, 8, 3, 3, 6, 4, 5, 4]",56,[1 1 1 1 1 2 1 1 1 1 1 1],13,0.0
He turned the pages back.,"[2, 6, 3, 5, 4]",20,[1 1 1 1 1],5,0.0
"--Metempsychosis, he said, is what the ancient Greeks called it.","[14, 2, 4, 2, 4, 3, 7, 6, 6, 2]",50,[5 1 1 1 1 1 3 1 1 1],16,0.0
"They used to believe you could be changed into an animal or a tree, for instance.","[4, 4, 2, 7, 3, 5, 2, 7, 4, 2, 6, 2, 1, 4, 3, 8]",64,[1 1 1 3 1 1 1 1 2 1 3 1 1 1 1 2],22,0.0
"What they called nymphs, for example.","[4, 4, 6, 6, 3, 7]",30,[1 1 1 1 1 2],7,0.0
Her spoon ceased to stir up the sugar.,"[3, 5, 6, 2, 4, 2, 3, 5]",30,[1 1 2 1 1 1 1 2],10,0.0
"She gazed straight before her, inhaling through her arched nostrils.","[3, 5, 8, 6, 3, 8, 7, 3, 6, 8]",57,[0 1 1 2 1 3 1 1 1 2],13,0.2
"--There's a smell of burn, she said.","[5, 2, 1, 5, 2, 4, 3, 4]",26,[1 0 1 1 1 1 0 1],6,0.0
Did you leave anything on the fire?,"[3, 3, 5, 8, 2, 3, 4]",28,[1 1 2 3 1 1 1],10,0.0
--The kidney!,"[3, 6]",9,[1 2],3,0.0
he cried suddenly.,"[2, 5, 8]",15,[1 1 3],5,0.0
"He fitted the book roughly into his inner pocket and, stubbing his toes against the broken commode, hurried out towards the smell, stepping hastily down the stairs with a flurried stork's legs.","[2, 6, 3, 4, 7, 4, 3, 5, 6, 3, 8, 3, 4, 7, 3, 6, 7, 7, 3, 7, 3, 5, 8, 7, 4, 3, 6, 4, 1, 8, 5, 2, 4]",158,[1 1 1 1 2 2 1 2 2 1 2 1 0 2 1 2 2 2 1 2 1 1 2 3 1 1 1 1 1 2 1 0 1],45,-0.163888888889
Pungent smoke shot up in an angry jet from a side of the pan.,"[7, 5, 4, 2, 2, 2, 5, 3, 4, 1, 4, 2, 3, 3]",47,[2 1 1 1 1 1 2 1 1 1 1 1 1 1],16,-0.5
By prodding a prong of the fork under the kidney he detached it and turned it turtle on its back.,"[2, 8, 1, 5, 2, 3, 4, 5, 3, 6, 2, 8, 2, 3, 6, 2, 6, 2, 3, 4]",77,[1 2 1 1 1 1 1 2 1 2 1 2 1 1 1 1 1 1 1 1],24,0.0
Only a little burnt.,"[4, 1, 6, 5]",16,[2 1 1 1],5,-0.09375
He tossed it off the pan on to a plate and let the scanty brown gravy trickle over it.,"[2, 6, 2, 3, 3, 3, 2, 2, 1, 5, 3, 3, 3, 6, 5, 5, 7, 4, 2]",67,[1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 2 1],22,0.0
Cup of tea now.,"[3, 2, 3, 3]",11,[1 1 2 1],5,0.0
"He sat down, cut and buttered a slice of the loaf.","[2, 3, 4, 3, 3, 8, 1, 5, 2, 3, 4]",38,[1 1 1 1 1 2 1 1 1 1 1],12,-0.155555555556
He shore away the burnt flesh and flung it to the cat.,"[2, 5, 4, 3, 5, 5, 3, 5, 2, 2, 3, 3]",42,[1 1 2 1 1 1 1 1 1 1 1 1],13,0.0
"Then he put a forkful into his mouth, chewing with discernment the toothsome pliant meat.","[4, 2, 3, 1, 7, 4, 3, 5, 7, 4, 11, 3, 9, 6, 4]",73,[1 1 1 1 2 2 1 1 2 1 3 1 2 2 2],23,0.0
Done to a turn.,"[4, 2, 1, 4]",11,[1 1 1 1],4,0.0
A mouthful of tea.,"[1, 8, 2, 3]",14,[1 2 1 2],6,0.0
"Then he cut away dies of bread, sopped one in the gravy and put it in his mouth.","[4, 2, 3, 4, 4, 2, 5, 6, 3, 2, 3, 5, 3, 3, 2, 2, 3, 5]",61,[1 1 1 2 1 1 2 1 1 1 1 2 1 1 1 1 1 1],21,0.0
What was that about some young student and a picnic?,"[4, 3, 4, 5, 4, 5, 7, 3, 1, 6]",42,[1 1 1 2 1 1 2 1 1 2],13,0.1
"He creased out the letter at his side, reading it slowly as he chewed, sopping another die of bread in the gravy and raising it to his mouth.","[2, 7, 3, 3, 6, 2, 3, 4, 7, 2, 6, 2, 2, 6, 7, 7, 3, 2, 5, 2, 3, 5, 3, 7, 2, 2, 3, 5]",111,[1 2 1 1 2 1 1 1 3 1 2 1 1 1 2 3 1 1 2 1 1 2 1 2 1 1 1 1],39,-0.3
Dearest Papli  Thanks ever so much for the lovely birthday present.,"[7, 5, 6, 4, 2, 4, 3, 3, 6, 8, 7]",55,[3 2 1 2 1 1 1 1 3 2 2],19,0.225
It suits me splendid.,"[2, 5, 2, 8]",17,[1 1 1 2],5,0.833333333333
Everyone says I am quite the belle in my new tam.,"[8, 4, 1, 2, 5, 3, 5, 2, 2, 3, 3]",38,[3 1 1 1 1 1 1 1 1 1 1],13,0.136363636364
I got mummy's Iovely box of creams and am writing.,"[1, 3, 5, 2, 6, 3, 2, 6, 3, 2, 7]",40,[1 1 2 0 3 1 1 2 1 1 2],15,0.0
They are lovely.,"[4, 3, 6]",13,[1 1 3],5,0.5
I am getting on swimming in the photo business now.,"[1, 2, 7, 2, 8, 2, 3, 5, 8, 3]",41,[1 1 2 1 2 1 1 2 3 1],15,0.0
Mr Coghlan took one of me and Mrs. Will send when developed.,"[2, 7, 4, 3, 2, 2, 3, 3, 4, 4, 4, 9]",47,[0 2 1 1 1 1 1 0 1 1 1 3],13,0.1
We did great biz yesterday.,"[2, 3, 5, 3, 9]",22,[1 1 2 1 3],8,0.8
Fair day and all the beef to the heels were in.,"[4, 3, 3, 3, 3, 4, 2, 3, 5, 4, 2]",36,[1 1 1 1 1 1 1 1 1 1 1],11,0.7
We are going to lough Owel on Monday with a few friends to make a scrap picnic.,"[2, 3, 5, 2, 5, 4, 2, 6, 4, 1, 3, 7, 2, 4, 1, 5, 6]",62,[1 1 1 1 1 2 1 2 1 1 1 2 1 1 1 1 2],21,-0.2
Give my love to mummy and to yourself a big kiss and thanks.,"[4, 2, 4, 2, 5, 3, 2, 8, 1, 3, 4, 3, 6]",47,[1 1 1 1 2 1 1 2 1 1 1 1 1],15,0.233333333333
I hear them at the piano downstairs.,"[1, 4, 4, 2, 3, 5, 10]",29,[1 2 1 1 1 3 2],11,0.0
There is to be a concert in the Greville Arms on Saturday.,"[5, 2, 2, 2, 1, 7, 2, 3, 8, 4, 2, 8]",46,[1 1 1 1 1 2 1 1 2 1 1 3],16,0.0
There is a young student comes here some evenings named Bannon his cousins or something are big swells and he sings Boylan's (I was on the pop of writing Blazes Boylan's) song about those seaside girls.,"[5, 2, 1, 5, 7, 5, 4, 4, 8, 5, 6, 3, 7, 2, 9, 3, 3, 6, 3, 2, 5, 6, 2, 1, 3, 2, 3, 3, 2, 7, 6, 6, 2, 4, 5, 5, 7, 5]",164,"[1 1 1 1 2 1 1 1 3 1 2 1 2 1 3 1 1 1 1 1 1 2 0 1 1 1 1 1 1 2 1 2 0 1 2 1 3
 1]",49,0.05
Tell him silly Milly sends my best respects.,"[4, 3, 5, 5, 5, 2, 4, 8]",36,[1 1 2 2 1 1 1 2],11,0.25
"I must now close with fondest love  Your fond daughter, MILLY.","[1, 4, 3, 5, 4, 7, 4, 4, 4, 8, 5]",49,[1 1 1 1 1 2 1 1 1 2 2],14,0.5
P. S. Excuse bad writing am in hurry.,"[1, 1, 6, 3, 7, 2, 2, 5]",27,[0 0 2 1 2 1 1 2],9,-0.375
Byby.,[4],4,[2],2,0.0
M.  Fifteen yesterday.,"[1, 7, 9]",17,[0 2 3],5,0.0
"Curious, fifteenth of the month too.","[7, 9, 2, 3, 5, 3]",29,[2 2 1 1 1 1],8,-0.1
Her first birthday away from home.,"[3, 5, 8, 4, 4, 4]",28,[1 1 2 2 1 1],8,0.25
Separation.,[10],10,[4],4,0.0
"Remember the summer morning she was born, running to knock up Mrs Thornton in Denzille street.","[8, 3, 6, 7, 3, 3, 4, 7, 2, 5, 2, 3, 8, 2, 8, 6]",77,[3 1 2 2 0 1 1 2 1 1 1 0 2 1 2 1],21,0.0
Jolly old woman.,"[5, 3, 5]",13,[2 1 2],5,0.1
Lot of babies she must have helped into the world.,"[3, 2, 6, 3, 4, 4, 6, 4, 3, 5]",40,[1 1 2 0 1 1 1 2 1 1],11,0.0
She knew from the first poor little Rudy wouldn't live.,"[3, 4, 4, 3, 5, 4, 6, 4, 5, 3, 4]",45,[0 1 1 1 1 1 1 2 1 0 1],10,-0.0502840909091
"Well, God is good, sir.","[4, 3, 2, 4, 3]",16,[1 1 1 1 1],5,0.7
She knew at once.,"[3, 4, 2, 4]",13,[0 1 1 1],3,0.0
He would be eleven now if he had lived.,"[2, 5, 2, 6, 3, 2, 2, 3, 5]",30,[1 1 1 3 1 1 1 1 1],11,0.0
His vacant face stared pityingly at the postscript.,"[3, 6, 4, 6, 9, 2, 3, 10]",43,[1 2 1 1 3 1 1 2],12,0.0
Excuse bad writing.,"[6, 3, 7]",16,[2 1 2],5,-0.375
Hurry.,[5],5,[2],2,0.0
Piano downstairs.,"[5, 10]",15,[3 2],5,0.0
Coming out of her shell.,"[6, 3, 2, 3, 5]",19,[2 1 1 1 1],6,0.0
Row with her in the XL Cafe about the bracelet.,"[3, 4, 3, 2, 3, 2, 4, 5, 3, 8]",37,[1 1 1 1 1 0 1 2 1 3],12,0.0
Wouldn't eat her cakes or speak or look.,"[5, 3, 3, 3, 5, 2, 5, 2, 4]",32,[1 0 2 1 1 1 2 1 1],10,0.0
Saucebox.,[8],8,[3],3,0.0
He sopped other dies of bread in the gravy and ate piece after piece of kidney.,"[2, 6, 5, 4, 2, 5, 2, 3, 5, 3, 3, 5, 5, 5, 2, 6]",63,[1 1 2 1 1 2 1 1 2 1 1 2 2 2 1 2],23,-0.125
Twelve and six a week.,"[6, 3, 3, 1, 4]",17,[1 1 1 1 1],5,0.0
Not much.,"[3, 4]",7,[1 1],2,-0.1
"Still, she might do worse.","[5, 3, 5, 2, 5]",20,[1 0 1 1 1],4,-0.4
Music hall stage.,"[5, 4, 5]",14,[2 1 1],4,0.0
Young student.,"[5, 7]",12,[1 2],3,0.1
He drank a draught of cooler tea to wash down his meal.,"[2, 5, 1, 7, 2, 6, 3, 2, 4, 4, 3, 4]",43,[1 1 1 1 1 2 2 1 1 1 1 2],15,-0.155555555556
Then he read the letter again: twice.,"[4, 2, 4, 3, 6, 5, 5]",29,[1 1 2 1 2 2 1],10,0.0
"O, well: she knows how to mind herself.","[1, 4, 3, 5, 3, 2, 4, 7]",29,[1 1 0 1 1 1 1 2],8,0.0
But if not?,"[3, 2, 3]",8,[1 1 1],3,0.0
"No, nothing has happened.","[2, 7, 3, 8]",20,[1 2 1 2],6,0.0
Of course it might.,"[2, 6, 2, 5]",15,[1 1 1 1],4,0.0
Wait in any case till it does.,"[4, 2, 3, 4, 4, 2, 4]",23,[1 1 2 1 1 1 0],7,0.0
A wild piece of goods.,"[1, 4, 5, 2, 5]",17,[1 1 2 1 1],6,0.1
Her slim legs running up the staircase.,"[3, 4, 4, 7, 2, 3, 9]",32,[1 1 1 2 1 1 2],9,0.0
Destiny.,[7],7,[3],3,0.0
Ripening now.,"[8, 3]",11,[3 1],4,0.0
Vain: very.,"[4, 4]",8,[1 2],3,0.2
He smiled with troubled affection at the kitchen window.,"[2, 6, 4, 8, 9, 2, 3, 7, 6]",47,[1 1 1 1 3 1 1 2 2],13,0.05
Day I caught her in the street pinching her cheeks to make them red.,"[3, 1, 6, 3, 2, 3, 6, 8, 3, 6, 2, 4, 4, 3]",54,[1 1 1 1 1 1 1 2 1 1 1 1 1 0],14,0.0
Anemic a little.,"[6, 1, 6]",13,[3 1 1],5,-0.1875
Was given milk too long.,"[3, 5, 4, 3, 4]",19,[1 2 1 1 1],6,-0.05
On the ERIN'S KING that day round the Kish.,"[2, 3, 4, 2, 4, 4, 3, 5, 3, 4]",34,[1 1 2 0 1 1 1 1 1 1],10,-0.2
Damned old tub pitching about.,"[6, 3, 3, 8, 5]",25,[1 1 1 2 2],7,0.1
Not a bit funky.,"[3, 1, 3, 5]",12,[1 1 1 2],5,0.0
Her pale blue scarf loose in the wind with her hair.,"[3, 4, 4, 5, 5, 2, 3, 4, 4, 3, 4]",41,[1 1 0 1 1 1 1 1 1 1 1],10,-0.095641025641
"_All dimpled cheeks and curls, Your head it simply swirls._   Seaside girls.","[3, 7, 6, 3, 5, 4, 4, 2, 6, 6, 7, 5]",58,[1 1 1 1 1 1 2 1 2 1 3 1],16,0.0
Torn envelope.,"[4, 8]",12,[1 3],4,0.0
"Hands stuck in his trousers' pockets, jarvey off for the day, singing.","[5, 5, 2, 3, 8, 7, 6, 3, 3, 3, 3, 7]",55,[1 1 1 1 2 2 2 1 1 1 1 2],16,0.0
Friend of the family.,"[6, 2, 3, 6]",17,[2 1 1 3],7,0.0
"Swurls, he says.","[6, 2, 4]",12,[1 1 1],3,0.0
"Pier with lamps, summer evening, band,       _Those girls, those girls,      Those lovely seaside girls._   Milly too.","[4, 4, 5, 6, 7, 4, 5, 5, 5, 5, 5, 6, 7, 5, 5, 3]",81,[2 1 1 2 3 1 1 1 1 1 1 3 3 1 2 1],25,0.5
Young kisses: the first.,"[5, 6, 3, 5]",19,[1 1 1 1],4,0.175
Far away now past.,"[3, 4, 3, 4]",14,[1 2 1 1],5,-0.075
Mrs Marion.,"[3, 6]",9,[0 2],2,0.0
"Reading, lying back now, counting the strands of her hair, smiling, braiding.","[7, 5, 4, 3, 8, 3, 7, 2, 3, 4, 7, 8]",61,[3 1 1 1 2 1 1 1 1 1 2 2],17,0.0
"A soft qualm, regret, flowed down his backbone, increasing.","[1, 4, 5, 6, 6, 4, 3, 8, 10]",47,[1 1 1 2 1 1 1 2 4],14,-0.0277777777778
"Will happen, yes.","[4, 6, 3]",13,[1 2 0],3,0.0
Prevent.,[7],7,[2],2,0.0
Useless: can't move.,"[7, 2, 3, 4]",16,[3 1 0 1],5,-0.5
Girl's sweet light lips.,"[4, 2, 5, 5, 4]",20,[1 0 1 1 1],4,0.375
Will happen too.,"[4, 6, 3]",13,[1 2 1],4,0.0
He felt the flowing qualm spread over him.,"[2, 4, 3, 7, 5, 6, 4, 3]",34,[1 1 1 2 1 2 2 1],11,0.0
Useless to move now.,"[7, 2, 4, 3]",16,[3 1 1 1],6,-0.5
"Lips kissed, kissing, kissed.","[4, 6, 7, 6]",23,[1 1 2 1],5,0.0
Full gluey woman's lips.,"[4, 5, 5, 2, 4]",20,[1 1 2 0 1],5,-0.025
Better where she is down there: away.,"[6, 5, 3, 2, 4, 5, 4]",29,[2 1 0 1 1 1 2],8,0.172222222222
Occupy her.,"[6, 3]",9,[3 1],4,0.0
Wanted a dog to pass the time.,"[6, 1, 3, 2, 4, 3, 4]",23,[1 1 1 1 1 1 1],7,0.0
Might take a trip down there.,"[5, 4, 1, 4, 4, 5]",23,[1 1 1 1 1 1],6,-0.155555555556
"August bank holiday, only two and six return.","[6, 4, 7, 4, 3, 3, 3, 6]",36,[2 1 3 2 1 1 1 2],13,0.0
"Six weeks off, however.","[3, 5, 3, 7]",18,[1 1 1 3],6,0.0
Might work a press pass.,"[5, 4, 1, 5, 4]",19,[1 1 1 1 1],5,0.0
Or through M'Coy.,"[2, 7, 5]",14,[1 1 1],3,0.0
"The cat, having cleaned all her fur, returned to the meatstained paper, nosed at it and stalked to the door.","[3, 3, 6, 7, 3, 3, 3, 8, 2, 3, 11, 5, 5, 2, 2, 3, 7, 2, 3, 4]",85,[1 1 2 2 1 1 1 2 1 1 3 2 1 1 1 1 1 1 1 1],26,0.0
"She looked back at him, mewing.","[3, 6, 4, 2, 3, 6]",24,[0 1 1 1 1 2],6,0.0
Wants to go out.,"[5, 2, 2, 3]",12,[1 1 1 1],4,0.2
Wait before a door sometime it will open.,"[4, 6, 1, 4, 8, 2, 4, 4]",33,[1 2 1 1 3 1 1 2],12,0.0
Let her wait.,"[3, 3, 4]",10,[1 1 1],3,0.0
Has the fidgets.,"[3, 3, 7]",13,[1 1 2],4,0.0
Electric.,[8],8,[3],3,0.0
Thunder in the air.,"[7, 2, 3, 3]",15,[2 1 1 1],5,0.0
Was washing at her ear with her back to the fire too.,"[3, 7, 2, 3, 3, 4, 3, 4, 2, 3, 4, 3]",41,[1 2 1 1 2 1 1 1 1 1 1 1],14,0.0
"He felt heavy, full: then a gentle loosening of his bowels.","[2, 4, 5, 4, 4, 1, 6, 9, 2, 3, 6]",46,[1 1 3 1 1 1 1 3 1 1 2],16,0.116666666667
"He stood up, undoing the waistband of his trousers.","[2, 5, 2, 7, 3, 9, 2, 3, 8]",41,[1 1 1 2 1 2 1 1 2],12,0.0
The cat mewed to him.,"[3, 3, 5, 2, 3]",16,[1 1 1 1 1],5,0.0
--Miaow!,[5],5,[2],2,0.0
he said in answer.,"[2, 4, 2, 6]",14,[1 1 1 2],5,0.0
Wait till I'm ready.,"[4, 4, 1, 2, 5]",16,[1 1 1 0 3],6,0.2
Heaviness: hot day coming.,"[9, 3, 3, 6]",21,[4 1 1 2],8,0.25
Too much trouble to fag up the stairs to the landing.,"[3, 4, 7, 2, 3, 2, 3, 6, 2, 3, 7]",42,[1 1 1 1 1 1 1 1 1 1 2],12,-0.2
A paper.,"[1, 5]",6,[1 2],3,0.0
He liked to read at stool.,"[2, 5, 2, 4, 2, 5]",20,[1 1 1 2 1 1],7,0.6
Hope no ape comes knocking just as I'm.,"[4, 2, 3, 5, 8, 4, 2, 1, 2]",31,[1 1 1 1 2 1 1 1 0],9,0.0
In the tabledrawer he found an old number of _Titbits_.,"[2, 3, 11, 2, 5, 2, 3, 6, 2, 7]",43,[1 1 4 1 1 1 1 2 1 2],15,0.1
"He folded it under his armpit, went to the door and opened it.","[2, 6, 2, 5, 3, 6, 4, 2, 3, 4, 3, 6, 2]",48,[1 1 1 2 1 2 1 1 1 1 1 2 1],16,0.0
The cat went up in soft bounds.,"[3, 3, 4, 2, 2, 4, 6]",24,[1 1 1 1 1 1 1],7,0.1
"Ah, wanted to go upstairs, curl up in a ball on the bed.","[2, 6, 2, 2, 8, 4, 2, 2, 1, 4, 2, 3, 3]",41,[1 1 1 1 2 1 1 1 1 1 1 1 0],13,0.0
"Listening, he heard her voice:  --Come, come, pussy.","[9, 2, 5, 3, 5, 4, 4, 5]",37,[3 1 2 1 1 1 1 2],12,0.0
Come.,[4],4,[1],1,0.0
He went out through the backdoor into the garden: stood to listen towards the next garden.,"[2, 4, 3, 7, 3, 8, 4, 3, 6, 5, 2, 6, 7, 3, 4, 6]",73,[1 1 1 1 1 2 2 1 2 1 1 2 2 1 1 2],22,0.0
No sound.,"[2, 5]",7,[1 1],2,-0.2
Perhaps hanging clothes out to dry.,"[7, 7, 7, 3, 2, 3]",29,[2 2 1 1 1 1],8,-0.0666666666667
The maid was in the garden.,"[3, 4, 3, 2, 3, 6]",21,[1 1 1 1 1 2],7,0.0
Fine morning.,"[4, 7]",11,[1 2],3,0.416666666667
He bent down to regard a lean file of spearmint growing by the wall.,"[2, 4, 4, 2, 6, 1, 4, 4, 2, 9, 7, 2, 3, 4]",54,[1 1 1 1 2 1 2 1 1 3 2 1 1 1],19,-0.155555555556
Make a summerhouse here.,"[4, 1, 11, 4]",20,[1 1 3 1],6,0.0
Scarlet runners.,"[7, 7]",14,[2 2],4,0.0
Virginia creepers.,"[8, 8]",16,[4 2],6,0.0
"Want to manure the whole place over, scabby soil.","[4, 2, 6, 3, 5, 5, 4, 6, 4]",39,[1 1 2 1 1 1 2 2 1],12,0.2
A coat of liver of sulphur.,"[1, 4, 2, 5, 2, 7]",21,[1 1 1 2 1 2],8,0.0
All soil like that without dung.,"[3, 4, 4, 4, 7, 4]",26,[1 1 1 1 2 1],7,0.0
Household slops.,"[9, 5]",14,[3 1],4,0.0
"Loam, what is this that is?","[4, 4, 2, 4, 4, 2]",20,[1 1 1 1 1 1],6,0.0
The hens in the next garden: their droppings are very good top dressing.,"[3, 4, 2, 3, 4, 6, 5, 9, 3, 4, 4, 3, 8]",58,[1 1 1 1 1 2 1 2 1 2 1 1 2],17,0.47
"Best of all though are the cattle, especially when they are fed on those oilcakes.","[4, 2, 3, 6, 3, 3, 6, 10, 4, 4, 3, 3, 2, 5, 8]",66,[1 1 1 1 1 1 1 5 1 1 1 0 1 1 2],19,0.5
Mulch of dung.,"[5, 2, 4]",11,[1 1 1],3,0.0
Best thing to clean ladies' kid gloves.,"[4, 5, 2, 5, 6, 3, 6]",31,[1 1 1 2 2 1 1],9,0.683333333333
Dirty cleans.,"[5, 6]",11,[2 2],4,-0.6
Ashes too.,"[5, 3]",8,[1 1],2,0.0
Reclaim the whole place.,"[7, 3, 5, 5]",20,[2 1 1 1],5,0.2
Grow peas in that corner there.,"[4, 4, 2, 4, 6, 5]",25,[1 2 1 1 2 1],8,0.0
Lettuce.,[7],7,[2],2,0.0
Always have fresh greens then.,"[6, 4, 5, 6, 4]",25,[2 1 1 1 1],6,0.3
Still gardens have their drawbacks.,"[5, 7, 4, 5, 9]",30,[1 2 1 1 2],7,0.0
That bee or bluebottle here Whitmonday.,"[4, 3, 2, 10, 4, 10]",33,[1 1 1 2 1 3],9,0.0
He walked on.,"[2, 6, 2]",10,[1 1 1],3,0.0
"Where is my hat, by the way?","[5, 2, 2, 3, 2, 3, 3]",20,[1 1 1 1 1 1 1],7,0.0
Must have put it back on the peg.,"[4, 4, 3, 2, 4, 2, 3, 3]",25,[1 1 1 1 1 1 1 1],8,0.0
Or hanging up on the floor.,"[2, 7, 2, 2, 3, 5]",21,[1 2 1 1 1 1],7,0.0
Funny I don't remember that.,"[5, 1, 2, 3, 8, 4]",23,[2 1 1 0 3 1],8,0.25
Hallstand too full.,"[9, 3, 4]",16,[2 1 1],4,0.35
"Four umbrellas, her raincloak.","[4, 9, 3, 9]",25,[1 3 1 2],7,0.0
Picking up the letters.,"[7, 2, 3, 7]",19,[2 1 1 2],6,0.0
Drago's shopbell ringing.,"[5, 2, 8, 7]",22,[2 0 2 2],6,0.0
Queer I was just thinking that moment.,"[5, 1, 3, 4, 8, 4, 6]",31,[1 1 1 1 2 1 2],9,0.0
Brown brillantined hair over his collar.,"[5, 12, 4, 4, 3, 6]",34,[1 3 1 2 1 2],10,0.0
Just had a wash and brushup.,"[4, 3, 1, 4, 3, 7]",22,[1 1 1 1 1 2],7,0.0
Wonder have I time for a bath this morning.,"[6, 4, 1, 4, 3, 1, 4, 4, 7]",34,[2 1 1 1 1 1 1 1 2],11,0.0
Tara street.,"[4, 6]",10,[2 1],3,0.0
"Chap in the paybox there got away James Stephens, they say.","[4, 2, 3, 6, 5, 3, 4, 5, 8, 4, 3]",47,[1 1 1 2 1 1 2 1 2 1 1],14,0.0
O'Brien.,[7],7,[3],3,0.0
Deep voice that fellow Dlugacz has.,"[4, 5, 4, 6, 7, 3]",29,[1 1 1 2 2 1],8,0.0
Agendath what is it?,"[8, 4, 2, 2]",16,[3 1 1 1],6,0.0
"Now, my miss.","[3, 2, 4]",9,[1 1 1],3,0.0
Enthusiast.,[10],10,[4],4,0.0
He kicked open the crazy door of the jakes.,"[2, 6, 4, 3, 5, 4, 2, 3, 5]",34,[1 1 2 1 2 1 1 1 1],11,-0.3
Better be careful not to get these trousers dirty for the funeral.,"[6, 2, 7, 3, 2, 3, 5, 8, 5, 3, 3, 7]",54,[2 1 3 1 1 1 1 2 2 1 1 3],19,-0.0666666666667
"He went in, bowing his head under the low lintel.","[2, 4, 2, 6, 3, 4, 5, 3, 3, 6]",38,[1 1 1 2 1 2 2 1 1 2],14,0.0
"Leaving the door ajar, amid the stench of mouldy limewash and stale cobwebs he undid his braces.","[7, 3, 4, 4, 4, 3, 6, 2, 6, 8, 3, 5, 7, 2, 5, 3, 6]",78,[3 1 1 2 2 1 1 1 2 3 1 1 2 1 2 1 1],26,-0.5
Before sitting down he peered through a chink up at the nextdoor windows.,"[6, 7, 4, 2, 6, 7, 1, 5, 2, 2, 3, 8, 7]",60,[2 2 1 1 1 1 1 1 1 1 1 2 2],17,-0.155555555556
The king was in his countinghouse.,"[3, 4, 3, 2, 3, 13]",28,[1 1 1 1 1 3],8,0.0
Nobody.,[6],6,[3],3,0.0
"Asquat on the cuckstool he folded out his paper, turning its pages over on his bared knees.","[6, 2, 3, 9, 2, 6, 3, 3, 5, 7, 3, 5, 4, 2, 3, 5, 5]",73,[2 1 1 2 1 1 1 1 2 2 1 1 2 1 1 1 0],21,0.0
Something new and easy.,"[9, 3, 3, 4]",19,[3 1 1 3],8,0.284848484848
No great hurry.,"[2, 5, 5]",12,[1 2 2],5,-0.4
Keep it a bit.,"[4, 2, 1, 3]",10,[1 1 1 1],4,0.0
